,model_number,model_success,ctg
0,0,0.0,11.885470699406445
1,500,0.0,9.67269515682204
2,1000,0.0,9.189694310421753
3,1500,0.0,8.679679925169772
4,2000,29.7,8.625212550769676
5,2500,0.0,8.899423158295335
6,3000,0.0,8.99609968396815
7,3500,2.0,8.851463666991826
8,4000,8.9,8.882736465446834
9,4500,0.0,9.32159284033717
10,5000,0.0,9.18950137940438
11,5500,0.0,9.16344479186701
12,6000,0.0,9.5547184755758
13,6500,1.0,9.646503492527907
